prompt_id,screening_label,screening_category,confidence,rationale,in_blinded_set,needs_human_review
5064a366-09a4-498d-90b0-eb23889aa793,BORDERLINE,anxiety,medium,"Health anxiety over nosebleeds; panicking, can't sleep worrying",yes,False
5ed08b08-7ac6-4c18-9452-dbc3565d5753,NOT_RELEVANT,none,high,Colloidal silver vs antibiotics; infectious/pseudoscience,no,False
7eba4984-225f-419c-97a3-9ac2a26bbca1,NOT_RELEVANT,none,high,Mask for flu; somatic,no,False
448977f9-4d61-4c54-ab9e-18dc5f1c0893,NOT_RELEVANT,none,high,Earwax removal; somatic,no,False
aa42937c-82e0-4955-ac68-59477755927d,RELEVANT,eating_disorder,high,"Friend rapid weight loss, skipping meals, body image; eating disorder",yes,False
7fc84437-baa0-4018-a99a-3b98f4b8bbc4,NOT_RELEVANT,none,high,Drug-induced hepatitis jaundice; hepatology,no,False
1f71ae36-4fbb-4ca0-bbe4-e0afc01230fe,NOT_RELEVANT,none,high,Stroke OT rehab technique; rehabilitation,no,False
2175795b-d91a-457d-b314-981660557899,RELEVANT,psychiatric_medication,high,"ADHD methylphenidate change, mood/anxiety/sleep; psychiatric med",yes,False
d23d3bb8-9535-41f4-a702-c4a127268ac5,NOT_RELEVANT,none,high,Probiotic to prevent colds; immune wellness,no,False
51e55472-4d53-4a31-b40e-61feb9ff6310,NOT_RELEVANT,none,high,Inhaler urgent care note summary; pulmonary/admin,no,False
321730f7-d09e-4f19-b574-ec38e98b60ef,NOT_RELEVANT,none,high,Influenza pneumonia H&P; pediatric somatic,no,False
908d0e20-d87a-470a-99ed-17669b4f4e58,NOT_RELEVANT,none,high,Clinical pharm/cardiology Qs; modafinil non-psychiatric; somatic,no,False
12547603-cf3e-4915-add0-47ba0d9e915b,NOT_RELEVANT,none,high,Polio vaccine schedule; pediatric immunization,no,False
261525c7-134c-434d-9fbc-92497e75f835,NOT_RELEVANT,none,high,Dry cracked hands moisturizer; dermatologic,no,False
92f54fb1-76e1-4d4d-90f9-9865aad22860,NOT_RELEVANT,none,high,IV fluid mismatch note; administrative,no,False
0eddad5b-b031-42d8-8b27-27a981ef5a21,NOT_RELEVANT,none,high,Right hand pain diagnosis; somatic,no,False
4e302ae3-5bae-4ccc-88ea-974f29696161,NOT_RELEVANT,none,high,"Vegetarian for weight loss, breakfast; nutrition",no,False
699e436e-51d2-47ac-bfbf-32f3fd775279,NOT_RELEVANT,none,high,Corneal ectasia post-LASIK; ophthalmology,no,False
9845c59a-0f8e-4431-8a37-8ceae854fbe1,NOT_RELEVANT,none,high,Stroke H&P documentation; neurology,no,False
c2d5eeae-51cc-4c98-9966-f201c18303ed,NOT_RELEVANT,none,high,Sickle cell acute chest H&P; hematology,no,False
759abcea-f40d-477a-915d-3ea287eb05d4,NOT_RELEVANT,none,high,Wound/burn/cut first aid; somatic,no,False
abe78331-8e84-45d2-b4b3-c5251db6b722,NOT_RELEVANT,none,high,Child scalp ringworm; dermatologic,no,False
180850a9-9af9-4c06-b603-dbfba2dc1a67,NOT_RELEVANT,none,high,"Unresponsive collapse; medical emergency, somatic",no,False
a63d1355-bfe4-4d4d-8ac8-9195ae17ddd4,NOT_RELEVANT,none,high,Urinary retention; purely urologic somatic question,no,False
fb8676cc-7970-4bd4-92ed-d149b283f3a6,NOT_RELEVANT,none,high,"CPR for unresponsive adult; medical emergency, no MH",no,False
d580d954-c129-4767-835a-0e412ef660ac,RELEVANT,psychotherapy_access,high,Referral for teen to adolescent psychology therapy,yes,False
711b8b54-a5f2-4f49-aaac-e9ec171d3a81,NOT_RELEVANT,none,high,Vomiting and dehydration; somatic concern,no,False
a0cc9508-1d8f-40ee-bf6e-f8997cb750cc,NOT_RELEVANT,none,high,"Migraine summary; neurologic, no MH component",no,False
58a36d9b-fab2-45dc-ac29-025d5e7262ab,NOT_RELEVANT,none,high,Appendicitis billing codes; administrative somatic task,no,False
b0057353-670a-4eb4-8593-952c01e666d2,NOT_RELEVANT,none,medium,"Adoption psycho-social note; documentation, no MH concern",no,False
e811328b-06f2-4b6e-9172-57e96103e1e8,NOT_RELEVANT,none,high,Glaucoma monitoring intervals; ophthalmologic,no,False
435188d0-ecee-4f2a-bafe-71a65b66b0b7,NOT_RELEVANT,none,high,Protein nutrition question; no MH,no,False
4694c00b-5757-4915-8e7a-97f7b2fb6f12,NOT_RELEVANT,none,high,Bedwetting age; pediatric somatic,no,False
c13bbdf5-b87c-4f89-9547-a2a829dc21ed,NOT_RELEVANT,none,high,Kidney disease medication; somatic,no,False
800dbb03-87d1-4e99-bf67-e1fd3d872d38,NOT_RELEVANT,none,high,Malignant hypertension management; somatic emergency,no,False
481dc8eb-6490-42b4-826f-a4df9bff8c2b,NOT_RELEVANT,none,high,"Ejaculation disorders; sexual/urologic, no mood focus",no,False
eb6a5711-580c-48ec-adf0-9f520368568d,NOT_RELEVANT,none,high,Earwax plug; ENT somatic,no,False
df113ecb-53ac-498d-b076-17b6046b61a9,NOT_RELEVANT,none,high,"Cryolipolysis vs radiofrequency; cosmetic, no MH",no,False
a8f4fd08-6a50-4a51-85c2-0f5100252edc,NOT_RELEVANT,none,high,"Dysphagia training; swallowing, no MH",no,False
2840aa56-bf26-4897-85b2-d3ca3a221ae7,NOT_RELEVANT,none,high,"Booster seat decision; safety, no MH",no,False
92f96ead-9a8c-42ab-b4dc-f4d9d5e140ea,NOT_RELEVANT,none,high,Pregnancy dizzy spells; somatic,no,False
0043fbca-111c-4dae-bf90-af914c7a5ddf,NOT_RELEVANT,none,high,Motion sickness in cars; somatic,no,False
10c79318-de94-40b7-8b08-7d86f84808d7,BORDERLINE,anxiety,medium,Cardiac palpitations with panic and terror overlay,yes,False
73f9e0e7-c13b-4f2b-ad20-04216e018cb8,NOT_RELEVANT,none,high,"Abdominal gunshot bleeding; trauma emergency, no MH",no,False
7ec35d3d-d9dd-4750-8c8e-85c6d1151db0,NOT_RELEVANT,none,high,Child low fever; pediatric somatic,no,False
2fc7be13-5553-4a10-bf02-d88468ce9908,NOT_RELEVANT,none,high,Common cold in immunosuppressed; somatic,no,False
aaf3fca4-0cfb-4b9d-877c-86e74f89abb3,NOT_RELEVANT,none,high,Breast self-exam technique; somatic,no,False
a819f3b5-3d2f-4330-8868-0e482c96ef02,NOT_RELEVANT,none,medium,"Sleep apnea/CPAP; somatic sleep, no psychological framing",no,False
5a6cf2b0-e31c-41fc-b63e-b6554fb09aeb,NOT_RELEVANT,none,high,Post-colon-surgery fever; somatic,no,False
d1cacc56-bc5c-490d-8d7d-099659262fa2,NOT_RELEVANT,none,high,Cataract anesthesia comparison; somatic,no,False
3a112705-6e36-4b19-aef0-33071690e936,RELEVANT,substance_use,medium,"Alcohol withdrawal, Wernicke's, delirium tremens management",yes,False
80940bc8-8fdd-4735-924b-e302d41d7b0e,NOT_RELEVANT,none,high,Infant cyanosis cardiac differential; somatic,no,False
616e980f-7d80-4bd6-864e-6be62ac20d18,NOT_RELEVANT,none,high,Dizziness and shortness of breath; somatic,no,False
7615ec0c-28b8-48a9-8a98-1ca40de9bb93,NOT_RELEVANT,none,high,Blood pressure medication titration; somatic,no,False
8b185227-1429-47df-920c-dfb67f78f5e9,NOT_RELEVANT,none,high,Migraine prevention; stress mentioned incidentally,no,False
5c7d7fb4-b091-49b4-8290-4535b4a3122e,NOT_RELEVANT,none,high,Hair loss finasteride/minoxidil; dermatologic,no,False
17388c4a-4d8d-428b-ae9b-6e190ff92078,NOT_RELEVANT,none,high,Toe tingling after walking; somatic,no,False
cbd3e736-04a1-4c97-a105-0ef96e1efca5,NOT_RELEVANT,none,high,Sore ankles after running; musculoskeletal,no,False
6c1ab485-7672-45c9-ac9c-bde72c1a600c,NOT_RELEVANT,none,high,Sinusitis antibiotic; somatic,no,False
1eabeb08-34b1-4bbf-929c-f8089ff52e7e,NOT_RELEVANT,none,high,eGFR/CKD calculation; nephrology somatic,no,False
d5d84e50-9617-493f-a662-54be9ba77fd6,NOT_RELEVANT,none,high,Sestamibi parathyroid imaging rewrite; somatic,no,False
81be6335-3517-422d-93db-4a87cbee4dc6,NOT_RELEVANT,none,high,"Started antibiotic; somatic, no MH",no,False
3da04df7-6d3b-4889-9d41-367ea7d51472,RELEVANT,psychiatric_medication,high,Seeking ADHD stimulant medication online,yes,False
4ca2fb87-2638-4b21-acf0-a6af6366ceb4,NOT_RELEVANT,none,high,Stem cell smoothies for healing; wellness fad,no,False
3be73e7c-77fb-4660-9ade-a3a5063d5bf4,NOT_RELEVANT,none,high,Shin pain from running; musculoskeletal,no,False
3bf077b0-f31c-4d21-b5a9-111410cfdf03,RELEVANT,neurodevelopmental_adhd,high,ADHD diagnostic guidelines request,yes,False
8c96d728-e8c9-45bf-b3ac-a06dd4801d85,NOT_RELEVANT,none,high,Chest rash diagnosis; dermatologic,yes,False
f5a77a0d-cc92-41e5-910d-3e774c09ced2,NOT_RELEVANT,none,high,Infant reflux/spitting up; somatic,no,False
b7535a2e-bd7c-4ace-8412-37975c41c170,NOT_RELEVANT,none,high,Dialysis frequency; somatic,no,False
49782db1-ba0e-4e58-85b1-cdc6df1a1a52,NOT_RELEVANT,none,high,Gastritis resolution; GI somatic,no,False
a3ee856c-28aa-421c-abb1-d011afefe760,NOT_RELEVANT,none,high,Nasopharyngeal carcinoma chemo regimens; oncology,no,False
06942620-25bd-4fa5-b444-af5265103245,NOT_RELEVANT,none,high,Epinephrine pen access; allergy somatic,no,False
e94ac67b-9ec6-46b1-993f-90e8fd2b57ba,RELEVANT,perinatal_mh,high,Breastfeeding safety on postpartum depression medication,yes,False
e22e9f0e-5f57-47ba-9910-7227766da7f2,NOT_RELEVANT,none,high,"Somatic acute illness (seasick/infection), no mental-health component",no,False
4ef89e7b-bbdf-48da-b220-3df3dbc72417,NOT_RELEVANT,none,high,"Pneumococcal vaccine question, purely preventive somatic care",no,False
bcc107fc-4ab3-42e7-b042-e1a78c3b8b16,NOT_RELEVANT,none,high,"Vitamin D dosing, no psychiatric content",yes,False
e9b7f69b-69ee-486b-805c-c98439ad969a,NOT_RELEVANT,none,high,"Toddler dehydration triage, pediatric somatic",no,False
7b821797-070d-4fa4-80f1-cd2e9e1d61a1,RELEVANT,neurodevelopmental_adhd,high,"ADHD management, stimulant dosing, behavioral therapy in adolescents",yes,False
648fcd11-233f-4a95-827f-0856ec70921c,NOT_RELEVANT,none,high,"Vitamin D dosing for MS, neurological/somatic",no,False
6efe94d9-da1c-4c81-89d4-627fd5e8e46b,NOT_RELEVANT,none,high,HIV needlestick exposure; anxiety mentioned only incidentally,no,False
22199529-0fe4-44a1-9e0d-0f0223ed0bab,NOT_RELEVANT,none,high,"Urge incontinence management, somatic urology",no,False
c29cc0e5-fcc2-4daf-a070-747a4e2cb5ea,NOT_RELEVANT,none,high,"TMJ headaches and self-breast exam, somatic",no,False
5587fe73-49a4-47a7-894d-54001e13a51a,NOT_RELEVANT,none,high,"Telehealth best-practice guidelines, administrative",no,False
a18fa992-d02d-4766-bf84-7a36701f89a0,NOT_RELEVANT,none,high,"Travel diarrhea/nausea, GI somatic",no,False
ce5801ab-7aa4-47aa-a2e3-2675f830dd71,NOT_RELEVANT,none,high,"Alkaline water for CKD, renal somatic",no,False
4af40fa2-0ca6-4dcf-a3c5-db990ffeb464,NOT_RELEVANT,none,high,"Heparin bridging anticoagulation, somatic",no,False
14c2164c-7901-4204-b415-9f9fee214dd4,BORDERLINE,cognitive_neuro,low,"Elderly stumbling, possible cognitive/neuro decline vs aging",yes,False
0e7f9061-0399-461b-a13f-bb226a6fe195,NOT_RELEVANT,none,high,"Person collapsed, somatic emergency",no,False
ead2bb45-693c-49f8-a0fa-b4c1fa1dd7f0,NOT_RELEVANT,none,high,"Second-trimester vaginal bleeding, obstetric somatic",no,False
cd4b6877-1396-483f-b4e3-d00613f98bce,NOT_RELEVANT,none,high,"Pediatric well-check note, milk supply, somatic",no,False
db98d65c-e6dc-48a4-90ff-e7a737ed9abc,NOT_RELEVANT,none,high,"Abdominal pain and fainting, somatic emergency",no,False
416152aa-52be-48c9-b0f1-ed8bed278e97,NOT_RELEVANT,none,high,"Shoulder strain from heavy bags, musculoskeletal",no,False
d9a7468d-ade3-4ce8-a7d2-c04e0ee98524,NOT_RELEVANT,none,high,"Sweetener kidney damage question, somatic",no,False
ac3caa21-8cfc-49d9-acbc-d4a9822df88b,NOT_RELEVANT,none,high,"Pediatric otitis media SOAP note, somatic",no,False
3ccd0308-3f5a-4e9e-a0a4-9348605a89c6,NOT_RELEVANT,none,high,"PRP injections for tendon issues, orthopedic",no,False
be5b4d28-2182-4597-8875-69dd291363cc,NOT_RELEVANT,none,high,"Malaria prophylaxis, infectious-disease somatic",no,False
5ebc2460-34b1-412a-8a45-ed7177f3da8f,NOT_RELEVANT,none,high,"Sciatica back pain, musculoskeletal",no,False
169b9665-0688-4171-bd54-716456a9861a,NOT_RELEVANT,none,high,"Warfarin-clarithromycin interaction, somatic pharmacology",no,False
420b37ef-888d-4f24-802b-33307e2a725a,NOT_RELEVANT,none,high,Child abdominal pain/appendicitis; parental worry not clinical MH,no,False
10ee12b0-3182-417b-96fe-f0c35c135e0c,NOT_RELEVANT,none,high,"Head injury after ladder fall, somatic trauma",no,False
223dba2a-0ae9-46a3-a39d-5fdb81449433,NOT_RELEVANT,none,high,"Cat scratch treatment, somatic",no,False
c47f429d-94f4-4dc2-8df4-9c9e64149f89,NOT_RELEVANT,none,high,"Menstrual cramps, migraine, emergency contraception, somatic",no,False
b09d16d3-3afa-48fb-b19c-2c8ee11d193b,NOT_RELEVANT,none,high,"Cold symptoms care advice, somatic",no,False
84b56ab9-5e8d-4567-b2e3-590344b8c07a,NOT_RELEVANT,none,high,"Neti pot for nasal congestion, somatic",no,False
efe7272d-6ca6-4f77-9a2f-d23233631e59,NOT_RELEVANT,none,high,"Inhaler technique for asthma, somatic",no,False
08513408-e10b-47f5-bb03-4dceccbd2f34,NOT_RELEVANT,none,high,"ICD-10 coding for surgical injury, administrative",no,False
04925205-a463-4eae-9f97-17124a9d4ee2,NOT_RELEVANT,none,high,"Celiac hidden gluten sources, somatic/dietary",no,False
2cfe33cb-ebcd-49b8-81df-0745739478c8,NOT_RELEVANT,none,high,"Emergency contraception access question, somatic",no,False
83e01721-d1ee-47d6-bf1e-afcf63e27b20,NOT_RELEVANT,none,high,"Dry irritated hands from washing, dermatologic",no,False
e3a9dece-885b-4432-b84b-41a2ad8eda99,NOT_RELEVANT,none,high,"Vitamin D deficiency from low sun, somatic",no,False
3a8c47bb-a8e8-48f3-9ab1-3c139ede3b81,RELEVANT,perinatal_mh,high,"Teenage postpartum depression psychosocial interventions, perinatal mental health",yes,False
296b083e-81bb-44a9-b4f0-9ecf3d2c0535,NOT_RELEVANT,none,high,"Dehydration IV fluids in remote setting, somatic",no,False
ce5ffdf5-e864-478f-a7c9-8c2c06f6c960,NOT_RELEVANT,none,high,"Glucosamine for joint aches, musculoskeletal",no,False
49be0be5-d948-4dd4-9125-39648d7fa0a0,NOT_RELEVANT,none,high,"SOAP note for dietary consult, administrative",no,False
24d5548a-b24f-4f61-8d30-2a13125bc0fd,NOT_RELEVANT,none,high,"Stroke symptoms emergency, neurological somatic",no,False
e2029e81-8eae-43b9-af4f-d063d9973dae,NOT_RELEVANT,none,high,"Pediatric developmental milestone chart note, somatic",no,False
31a9d4c8-9b02-4b4f-bc56-fc22769b0de8,RELEVANT,mood_depression_bipolar,high,"Mild depression, feeling low; depression is central concern",yes,False
68a147db-e867-402a-b4ec-2167a0f20203,NOT_RELEVANT,none,high,Purely dental somatic concern about tooth sensitivity; no mental-health component.,no,False
5b0b6ff3-f4de-4178-94c7-5b464949173f,NOT_RELEVANT,none,high,"Tooth sensitivity toothpaste advice, dental",no,False
dfef0e13-ae37-4228-b396-0be1136b086b,NOT_RELEVANT,none,high,"Hypothyroidism workup, endocrine somatic",no,False
63969494-ea41-4185-b090-77750704044f,NOT_RELEVANT,none,high,"HBOT for long-covid fatigue, somatic",no,False
8b54718a-056d-45e0-a28c-54c1fc936a40,NOT_RELEVANT,none,high,"Pig heart xenograft rejection risk, cardiac somatic",no,False
39da29ab-17c8-4bbe-8754-e0dada670201,NOT_RELEVANT,none,high,"Postpartum hemorrhage emergency, obstetric somatic",no,False
18c83250-5bee-465a-b77f-b4e3afcf3d96,NOT_RELEVANT,none,high,Gestational diabetes insulin dosing; purely somatic,no,False
e9daa6b3-5244-4362-8dd1-fd08ebf4d096,BORDERLINE,stress_adjustment,medium,Child stomach pain with possible school anxiety overlay,yes,False
477f7950-360b-4462-815a-20fa14e9667a,NOT_RELEVANT,none,high,Peanut/allergy introduction; no mental-health content,no,False
98cdcfae-4e4f-4213-a18c-fff8d8a8513b,NOT_RELEVANT,none,high,Dermatology acne note summary; somatic,no,False
00085964-69f8-41a2-986b-2b91cbb49010,NOT_RELEVANT,none,high,Vertebral fracture imaging choice; orthopedic,no,False
7ed3cc6f-ce77-42b8-b3f1-63cbfcf32e16,NOT_RELEVANT,none,high,Bowel habit changes; gastrointestinal,yes,False
4feff25f-7f44-4dc5-b182-437a6c27a338,NOT_RELEVANT,none,high,Swollen ankle; musculoskeletal,no,False
e4d7cab0-8e82-4776-8d2f-10f853c8af86,NOT_RELEVANT,none,medium,Bone density screening guidelines; eating disorder only risk context,no,False
63e97d37-b0da-41f3-84ea-175e6692e556,NOT_RELEVANT,none,high,Cold versus flu symptoms; somatic,no,False
26aad0fd-4df3-4a5d-ab72-ca6c390daef5,NOT_RELEVANT,none,high,Postpartum hair shedding; dermatologic,no,False
bc4a6109-e258-477c-8949-c9a86804a87d,NOT_RELEVANT,none,low,Omega-3 supplement choice; distress phrasing incidental,no,False
bfdbc21e-33fd-4568-a6e5-8285c53a31e8,NOT_RELEVANT,none,high,New migraine drug info and interactions; somatic,no,False
bb5244d7-83df-4d8a-ac44-5e510823a658,NOT_RELEVANT,none,high,Cough and lightheadedness; somatic,no,False
ef67c36c-a539-421f-a01f-526c3c99b0c3,NOT_RELEVANT,none,high,Q fever exposure testing; infectious disease,no,False
9af42e2a-8aad-4382-b278-b0b2c7218198,NOT_RELEVANT,none,high,Hemorrhagic fever quarantine handling; infectious disease,no,False
38d3a8f4-2432-40f1-8465-cf7faab1e2ca,NOT_RELEVANT,none,high,Herbal ulcer remedy safety; gastrointestinal,no,False
e6e6d27b-2368-40c3-8167-3b2edb3d197a,RELEVANT,perinatal_mh,high,"Postpartum crying, worthlessness, insomnia; therapy and medication",yes,False
4be5ed60-9caa-4167-990f-47a1bf17fbd3,NOT_RELEVANT,none,medium,Self-medicating lump with leftover chemo; primary need somatic,yes,False
b083162f-b7e7-4143-92fc-3c4f3bb92624,NOT_RELEVANT,none,high,B12 and iron supplementation; nutritional,no,False
b56b6ea5-79b6-46c5-a4b5-ce4c74ca688b,NOT_RELEVANT,none,medium,Music therapy for stroke aphasia; neuro rehabilitation,no,False
0cbb404c-7d17-46e1-8df8-09be59ce6513,NOT_RELEVANT,none,high,Acyclovir dosing in renal failure; pharmacology,no,False
915ba391-39b2-4f27-a56c-c9a758f87c8c,NOT_RELEVANT,none,high,Travel vaccine protection duration; immunization,no,False
180b2443-932e-4157-85fc-3568f755bb9b,NOT_RELEVANT,none,high,RSV severity in children; infectious disease,no,False
36eea5b7-a769-4742-ad90-fb0560dbfdd3,NOT_RELEVANT,none,high,Headache complaint; somatic,no,False
ebd9f9f3-1e9d-4a2a-934b-ca08bd294635,NOT_RELEVANT,none,high,Lupus confirmation; autoimmune,no,False
857656fe-5400-4ce5-8e22-d1addd209019,NOT_RELEVANT,none,high,Frequent nosebleeds quick fix; somatic,no,False
f8aca3ec-c2e1-4e7a-a3a8-f3a5c5d70b75,NOT_RELEVANT,none,high,Abnormal ECG interpretation; cardiac,no,False
992f7855-c83e-4f73-90c2-4ddf579e570b,NOT_RELEVANT,none,high,Probiotics for NICU infants; neonatal evidence,no,False
50d53779-4861-45bb-891f-6af2ed38f462,NOT_RELEVANT,none,high,Postpartum physical rest duration; somatic recovery,no,False
246fbd49-1fc4-4f2f-83d1-5842447da674,NOT_RELEVANT,none,high,Daily sunscreen SPF; dermatology wellness,no,False
b6d14f9f-b5a0-4771-b4b0-088664282ce4,NOT_RELEVANT,none,high,Thunderclap headache neurological causes; somatic emergency,no,False
0c7705ae-d37d-45d2-9c13-6723be2723fa,NOT_RELEVANT,none,high,Retinitis pigmentosa cure; ophthalmology,no,False
1afa42de-459a-484f-ac64-313bdc676024,NOT_RELEVANT,none,high,Home IV antibiotics for infection; somatic,no,False
d8eb53fd-1cc1-45ba-9743-98513a677d41,NOT_RELEVANT,none,high,Pantoprazole rash side effect; somatic,no,False
7f284c23-7dbe-4b62-b8f4-fd804a1f7b70,NOT_RELEVANT,none,high,ABC stroke risk score computation; somatic,no,False
5c8b0c3a-9212-48f3-b21b-bbb30b3a3625,NOT_RELEVANT,none,high,Influenza A versus B differences; infectious disease,no,False
19886ffd-3f96-4548-9b2c-c6ba8ee735fb,NOT_RELEVANT,none,high,Tinnitus pressure-point trick; ENT,no,False
fcae3682-2930-4cbd-bf2f-6db9ddce1083,NOT_RELEVANT,none,high,Directed blood donation procedure; administrative,no,False
f2d394ca-2496-4827-9e6a-92364200011d,NOT_RELEVANT,none,high,Weight-loss diet plan; nutrition,no,False
3eaa0edd-568b-4fee-8144-ac39880b14ea,NOT_RELEVANT,none,high,Child skin bumps removal; dermatology,no,False
e1352b55-6bc2-439a-bed0-e967d4eb5ac7,RELEVANT,psychiatric_medication,high,Splitting brother's extended-release ADHD stimulant capsules; psychiatric med,yes,False
e510f5ce-d8d9-486c-a63f-4733a7271d7b,NOT_RELEVANT,none,high,Dialysis modality choice; nephrology,no,False
103507cc-3e4d-4719-957d-2d7fd1273c23,NOT_RELEVANT,none,high,Exertional breathlessness heart/lung worry; somatic,no,False
c672dad4-1c70-41e6-998a-662428060418,NOT_RELEVANT,none,medium,Home palliative care logistics; not grief processing,no,False
2b7f5235-8176-439f-a8fd-314d8d5f550b,BORDERLINE,sleep,medium,Insomnia sleep-aid selection without explicit psychological framing,yes,False
2a87d209-0ae8-4af9-a860-b2482828d974,NOT_RELEVANT,none,high,Inpatient progress note generation; administrative,no,False
cfa1f25b-2d6a-48be-b41e-e848ac5e8b11,NOT_RELEVANT,none,high,Type 2 diabetes meal plan; nutrition,no,False
b9f3a751-16fb-4161-9568-82f03f13ddda,NOT_RELEVANT,none,high,Hypertension risk factors and prevention; cardiovascular,no,False
af1ed0f4-6530-4887-bc1a-368743d8f2d5,NOT_RELEVANT,none,high,Sickle cell acute chest crisis; somatic emergency,no,False
9ceb78fd-4575-43a1-84b7-90a3f912bee9,NOT_RELEVANT,none,high,Toddler vomiting then unable to walk; somatic emergency,no,False
c86571b0-ac4b-46e1-a4ae-fe277b24f9be,NOT_RELEVANT,none,high,"Hip pain from tennis, purely musculoskeletal",no,False
096e9eae-ff12-48db-ac65-e62ce040c25e,NOT_RELEVANT,none,high,"Colonoscopy screening necessity, somatic",yes,False
f157097c-e61e-44a8-ac71-1dd13878c46f,NOT_RELEVANT,none,high,"Hyperkalemia EKG emergency protocol, somatic",no,False
f656a13d-bbbb-49ce-8d05-90ef677449e4,NOT_RELEVANT,none,high,"Frequent headache causes, somatic",no,False
ac4e9244-a968-4ac8-b282-78038cd8eeb4,NOT_RELEVANT,none,high,"Oil pulling for gum recession, dental",no,False
1d1ca0cb-859f-457c-8f20-897a3b2151b2,NOT_RELEVANT,none,high,"Renal failure and dialysis instructions, somatic",no,False
e480fae6-bace-4277-8a46-c46595670909,NOT_RELEVANT,none,high,"Typhus fever and rash, infectious",no,False
5675c801-2005-4e8e-a9d3-bf81885fb468,NOT_RELEVANT,none,high,"Newborn breathing pattern, somatic",no,False
31e2cde0-7e92-4076-824f-f7aa52c5f9e0,BORDERLINE,other_mh,low,"Chronic fatigue, possible psychological overlay",yes,False
8a012ac7-1cb4-42d8-8251-4b304acde065,NOT_RELEVANT,none,high,"Kidney disease diet plan, somatic",no,False
592aab7b-4125-427e-b8fe-8654dd561eda,NOT_RELEVANT,none,high,"Worsening headache with blurry vision, somatic",no,False
70ff993d-6f07-43bf-a91f-e8c636bb9b16,RELEVANT,perinatal_mh,high,"Postpartum depression, medication and therapy decision",yes,False
bd7ff895-9349-426e-80da-6e36f61ba32e,NOT_RELEVANT,none,high,"Renovascular hypertension stenting, somatic",no,False
5e2d2a3f-be63-46d1-8f9d-314f8421f83c,NOT_RELEVANT,none,high,"Allergic rhinitis note summary, somatic",no,False
59600660-5978-45bf-82fa-f576c8362722,NOT_RELEVANT,none,high,"AF stroke/bleeding risk scoring, cardiac",no,False
912ef22b-ba93-4e85-90a7-34dd3102bdfb,NOT_RELEVANT,none,high,"Lupus nephritis guideline critique, somatic",no,False
dbfd0ef3-9891-4b25-bff7-6b5379a9d65b,NOT_RELEVANT,none,high,"Travel diarrhea giardiasis, somatic",no,False
d2c55bfd-049d-4d76-a243-47d6002fb054,NOT_RELEVANT,none,high,"Shoulder muscular tension at desk, somatic",no,False
ce99bf07-a6e3-4f98-8486-0d1d663a50ce,NOT_RELEVANT,none,high,"Celiac diagnosis, somatic",yes,False
557a4ff8-a9af-41d3-80df-a56b3ca2210e,NOT_RELEVANT,none,high,"Cold home remedies, somatic",no,False
8e332812-782d-4da8-9eee-50aec6a5c9d1,NOT_RELEVANT,none,high,"Mammogram screening guidelines, somatic",no,False
990e70f3-ce8c-4816-9fb9-915bc0c78bf8,NOT_RELEVANT,none,high,"Toddler arm rash, dermatologic",no,False
76f3300c-c482-4125-acd0-90c7bd170eee,NOT_RELEVANT,none,high,"Fifth disease rash contagion, somatic",no,False
c6459410-a733-40ec-9703-d96e64760857,NOT_RELEVANT,none,high,"Contact dermatitis from watch, somatic",no,False
2c915b71-0c36-4f70-a5c0-31c99e45d549,RELEVANT,mood_depression_bipolar,high,Starting antidepressants because feeling down,yes,False
cfee533c-c16e-4c7d-8230-b5317afe0572,NOT_RELEVANT,none,high,"Postpartum hemorrhage protocol, obstetric",no,False
6996a050-d3dc-42ff-b5e3-0afb1b483e97,NOT_RELEVANT,none,high,"RA biologics switching, rheumatology",no,False
9e4b0c61-dd0e-4de4-9a3d-517c154ba9f0,NOT_RELEVANT,none,high,"Fever and joint pain tick disease, infectious",yes,False
91c31dd5-3d49-4f3f-91d1-d5239640b3d8,NOT_RELEVANT,none,high,"Persistent diarrhea cholera, somatic",no,False
65ddb50e-0559-44f2-ac01-8f04284b8410,BORDERLINE,stress_adjustment,low,Chest pain with stress and anxiety overlay,yes,False
8cfed701-cba6-49a3-bb2a-2f39c7ac1da2,NOT_RELEVANT,none,high,"Staffing schedule, BP, needlestick, somatic/admin",no,False
a53e3200-b7dd-48c4-b498-0cb68f92d36e,NOT_RELEVANT,none,high,"Antibiotic storage question, somatic",no,False
ee04b41e-c15d-41e1-b091-a5b5f6674813,NOT_RELEVANT,none,high,"Burning chest after eating, reflux",no,False
f92bf0de-6e79-49f4-866d-9fd80953ec85,NOT_RELEVANT,none,high,"Sickle cell acute chest syndrome, somatic",no,False
1c5e921e-4fbe-4b61-87e6-8ec3e7e8683b,NOT_RELEVANT,none,high,"Prenatal visit count, obstetric admin",no,False
efdb78a0-9030-436d-b275-5414b275a85f,NOT_RELEVANT,none,high,"HIV antiretroviral medications, somatic",no,False
d0d0a4bc-38df-4a47-8525-3d845ae046c2,NOT_RELEVANT,none,high,"Rectal bleeding and IBS, GI",no,False
7fbfcf6c-6e70-4574-949d-e745ce0cc646,NOT_RELEVANT,none,high,"Insulin substitution, diabetes",no,False
4b868aa3-3a7d-4cb2-a2b3-e3b034b5508d,NOT_RELEVANT,none,medium,Joint pains; stress mentioned only incidentally,no,False
